product_url,product_title,product_description,price,sku,product_image,product_category,delivery_cost
http://localhost:8888/magento2/test/marco-lightweight-active-hoodie.html,"Marco Lightweight Active Hoodie","For cold-weather training or post-game layering, you need something more than a basic fleece. Our Marco Lightweight Active Hoodie brings both style and performance to the plate, court, or touchline. The smooth-faced, brushed-back fabric blocks wind and traps body heat, while integrated Cocona&reg; fibers pull moisture away.
&bull; Light blue heather full zip hoodie.&bull; Fitted flatlock seams.&bull; Matching lining and drawstring. &bull; Machine wash/dry.","74 EUR",MH13,http://localhost:8888/magento2/test/pub/media/catalog/product/m/h/mh13-blue_main.jpg,"Hoodies & Sweatshirts",4.90
http://localhost:8888/magento2/test/beaumont-summit-kit.html,"Beaumont Summit Kit","The smooth nylon shell around the Beaumont Summit Kit combats wind, reinforced with a cold-fighting brushed fleece layer. The jacket is reversible, giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.
&bull; Yellow full zip rain jacket.&bull; Full-zip front. &bull; Stand-up collar. &bull; Elasticized cuffs. &bull; Machine wash/dry.","42 EUR",MJ01,http://localhost:8888/magento2/test/pub/media/catalog/product/m/j/mj01-yellow_main.jpg,Jackets,4.90
http://localhost:8888/magento2/test/hyperion-elements-jacket.html,"Hyperion Elements Jacket","Boldly face high winds, frigid temps and stormy weather the whole winter through in the Hyperion Elements Jacket. LumaTech&trade; insulating technology helps maintain your core temperature and wick sweat. The smooth shell is water repellent and quilted to retain body heat.
&bull; Lime 1/4 zip pullover.&bull; Split pocket. &bull; Thumb holes. &bull; Machine wash/hang to dry.","51 EUR",MJ02,http://localhost:8888/magento2/test/pub/media/catalog/product/m/j/mj02-green_main.jpg,Jackets,4.90
http://localhost:8888/magento2/test/kenobi-trail-jacket.html,"Kenobi Trail Jacket","Aside from sealed seams to keep moisture out and body heat in, the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs, pause and raise/lower volume.
&bull; Black 1/4 zip pullover with royal zipper. &bull; Adjustable hood and sleeve cuffs. &bull; Machine wash/air dry.","47 EUR",MJ04,http://localhost:8888/magento2/test/pub/media/catalog/product/m/j/mj04-black_main.jpg,"Jackets, Eco Friendly, Default Category",4.90
http://localhost:8888/magento2/test/orion-two-tone-fitted-jacket.html,"Orion Two-Tone Fitted Jacket","While you're getting fit, you need a fitted jacket to match. Striking color blocking patterns on hood, shoulders and arms are hallmarks of the Orion Two-Tone Fitted Jacket. They provide eye-catching contrast against the rich, torso tones of this 100% polyester, moisture-wicking essential.
&bull; Red full zip fleece with gray insets.&bull; Double-knit construction.&bull; Full athletic cut.&bull; Set in sleeves.&bull; Front pouch pocket.","72 EUR",MJ07,http://localhost:8888/magento2/test/pub/media/catalog/product/m/j/mj07-red_main.jpg,Jackets,4.90
http://localhost:8888/magento2/test/lando-gym-jacket.html,"Lando Gym Jacket","The Lando Gym Jacket offers strategic ventilation at perspiration-prone areas, while moisture-wicking technology helps you stay dry. Side-seam pockets house your favorite media device, so you're plugged in when working out.
&bull; Gray polyester/spandex full zip jacket with orange lining. &bull; Right pocket device storage.&bull; Cocona&reg; performance fabric. &bull; Machine wash/dry.","99 EUR",MJ08,http://localhost:8888/magento2/test/pub/media/catalog/product/m/j/mj08-gray_main.jpg,Jackets,4.90
http://localhost:8888/magento2/test/taurus-elements-shell.html,"Taurus Elements Shell","What's a little rain or snow when you're inside the Taurus Elements Shell? This specially engineered Cocona&reg; jacket lets you enjoy the great outdoors and brave the elements, thanks to the all-waterproof, breathable exterior.
&bull; Yellow 1/4 zip pullover. &bull; Two chest pockets.&bull; Standard fit. &bull; Waterproof, breathable, seam sealed. &bull; Cocona&reg; performance fabric. &bull; Machine wash/dry.","65 EUR",MJ09,http://localhost:8888/magento2/test/pub/media/catalog/product/m/j/mj09-yellow_main.jpg,Jackets,4.90
http://localhost:8888/magento2/test/mars-heattech-trade-pullover.html,"Mars HeatTech&trade; Pullover","The Mars HeatTech&trade; Jacket defense against winter climes so you can play offense in the park, on the trail or in the deck chair. Great for the ski lodge or stadium, it features a wind- and water-resistant outer shell with a draw-cord hood and deep pockets for storage.
&bull; Red 1/4 zip pullover.&bull; Adjustable VELCRO&reg; sleeve cuffs. &bull; Two hand pockets. &bull; Napoleon pocket. &bull; Machine wash/dry","66 EUR",MJ10,http://localhost:8888/magento2/test/pub/media/catalog/product/m/j/mj10-red_main.jpg,Jackets,4.90
http://localhost:8888/magento2/test/typhon-performance-fleece-lined-jacket.html,"Typhon Performance Fleece-lined Jacket","Ironmen and couch warriors both reach for the Typhon Performance Fleece-lined Jacket. After all, no man can resist ultra-soft microfleece lining. Flatlock seams make it ideal for wearing over everything from tanks and tees to high-tech base layers.
&bull; Black full-zip flight jacket.&bull; Cocona&reg; wicking fiber.&bull; Machine wash/dry.","60 EUR",MJ11,http://localhost:8888/magento2/test/pub/media/catalog/product/m/j/mj11-black_main.jpg,Jackets,4.90
http://localhost:8888/magento2/test/jupiter-all-weather-trainer.html,"Jupiter All-Weather Trainer ","Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.
&bull; Relaxed fit. &bull; Hand pockets. &bull; Machine wash/dry.&bull; Reflective safety trim.","56.99 EUR",MJ06,http://localhost:8888/magento2/test/pub/media/catalog/product/m/j/mj06-blue_main.jpg,"Jackets, Eco Friendly, Default Category",4.90
http://localhost:8888/magento2/test/montana-wind-jacket.html,"Montana Wind Jacket","Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile.
Adjustable hood. Split pocket. Thumb holes. Machine wash/hang to dry.","49 EUR",MJ03,http://localhost:8888/magento2/test/pub/media/catalog/product/m/j/mj03-black_main.jpg,Jackets,4.90
http://localhost:8888/magento2/test/proteus-fitness-jackshirt.html,"Proteus Fitness Jackshirt","Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona&reg; technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.
&bull; 1/4 zip. Stand-up collar. &bull; Machine wash/dry.&bull; Quilted inner layer.","45 EUR",MJ12,http://localhost:8888/magento2/test/pub/media/catalog/product/m/j/mj12-orange_main.jpg,Jackets,4.90
http://localhost:8888/magento2/test/gobi-heattec-reg-tee.html,"Gobi HeatTec&reg; Tee","When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.
&bull; Orange micropolyester shirt.&bull; HeatTec&reg; wicking fabric.&bull; Crew neckline. &bull; Machine wash/dry.","29 EUR",MS04,http://localhost:8888/magento2/test/pub/media/catalog/product/m/s/ms04-orange_main.jpg,Tees,4.90
http://localhost:8888/magento2/test/helios-evercool-trade-tee.html,"Helios EverCool&trade; Tee","Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.
&bull; Teal quick dry tee.&bull; Relaxed fit. &bull; Crew neckline. &bull; Machine wash/dry.","24 EUR",MS05,http://localhost:8888/magento2/test/pub/media/catalog/product/m/s/ms05-blue_main.jpg,"Tees, Eco Friendly, Default Category",4.90
http://localhost:8888/magento2/test/ryker-lumatech-trade-tee-crew-neck.html,"Ryker LumaTech&trade; Tee (Crew-neck)","The crew-neck Ryker LumaTech&trade; Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.
&bull; Royal polyester tee with black accents.&bull; Relaxed fit. &bull; Short-Sleeve. &bull; Machine wash/dry.","32 EUR",MS09,http://localhost:8888/magento2/test/pub/media/catalog/product/m/s/ms09-blue_main.jpg,Tees,4.90
http://localhost:8888/magento2/test/atomic-endurance-running-tee-v-neck.html,"Atomic Endurance Running Tee (V-neck)","Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.
&bull; Lime heathered v-neck tee. &bull; Ultra-lightweight.&bull; Moisture-wicking Cocona&reg; fabric.&bull; Machine wash/dry.","28 EUR",MS11,http://localhost:8888/magento2/test/pub/media/catalog/product/m/s/ms11-green_main.jpg,Tees,4.90
http://localhost:8888/magento2/test/atomic-endurance-running-tee-crew-neck.html,"Atomic Endurance Running Tee (Crew-Neck)","Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.
&bull; Red polyester tee.&bull; Crew neckline. &bull; Cocona&reg; performance fabric. &bull; Machine wash/dry.","29 EUR",MS12,http://localhost:8888/magento2/test/pub/media/catalog/product/m/s/ms12-red_main.jpg,Tees,4.90
http://localhost:8888/magento2/test/balboa-persistence-tee.html,"Balboa Persistence Tee","The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.
&bull; Crew neckline. &bull; Semi-fitted. &bull; Cocona&reg; performance fabric. &bull; Machine wash/dry.","29 EUR",MS03,http://localhost:8888/magento2/test/pub/media/catalog/product/m/s/ms03-black_main.jpg,Tees,4.90
http://localhost:8888/magento2/test/zoltan-gym-tee.html,"Zoltan Gym Tee","This short-sleeve wonder works twice as hard to give you good gym days and good looks. The Zoltan Gym Tee helps you stay comfortable, while the looser sleeves and flatlock seams keep you moving in chafe-free comfort.
&bull; Relaxed fit. &bull; Crew neckline. &bull; Machine wash/dry.","29 EUR",MS06,http://localhost:8888/magento2/test/pub/media/catalog/product/m/s/ms06-blue_main.jpg,Tees,4.90
http://localhost:8888/magento2/test/aero-daily-fitness-tee.html,"Aero Daily Fitness Tee","Need an everyday action tee that helps keep you dry? The Aero Daily Fitness Tee is made of 100% polyester wicking knit that funnels moisture away from your skin. Don't be fooled by its classic style; this tee hides premium performance technology beneath its unassuming look.
Relaxed fit. Short-Sleeve. Machine wash/dry.","24 EUR",MS01,http://localhost:8888/magento2/test/pub/media/catalog/product/m/s/ms01-blue_main.jpg,Tees,4.90
http://localhost:8888/magento2/test/ryker-lumatech-trade-tee-v-neck.html,"Ryker LumaTech&trade; Tee (V-neck)","Don't be fooled by its classic style; the Ryker LumaTech&trade; Tee embodies the future of performance apparel. Its featherweight blend of fabrics wicks away moisture to keep you cool and dry, whether racking up miles, hitting three pointers or strutting the boardwalk.
&bull; Relaxed fit. &bull; Short-Sleeve. &bull; Machine wash/dry.","28 EUR",MS02,http://localhost:8888/magento2/test/pub/media/catalog/product/m/s/ms02-gray_main.jpg,Tees,4.90
http://localhost:8888/magento2/test/logan-heattec-reg-tee.html,"Logan  HeatTec&reg; Tee","Soft and lightweight, the Logan HeatTec&reg; Tee gets you through the long haul in total comfort. It boasts superior sweat-wicking performance to keep skin dry and cool, and strategic flat-lock seams to resist chafing.
&bull; Semi-fitted. &bull; Crew neckline. &bull; Machine wash/tumble dry.","24 EUR",MS10,http://localhost:8888/magento2/test/pub/media/catalog/product/m/s/ms10-blue_main.jpg,Tees,4.90
http://localhost:8888/magento2/test/deion-long-sleeve-evercool-trade-tee.html,"Deion Long-Sleeve EverCool&trade; Tee","When you're training, ordinary tees don't cut it. That's why the Dion Long-Sleeve EverCool&trade; Tee features revolutionary Cocona&reg; fabric derived from a renewable resource: coconut shells. This unique material protects you from harmful UV rays, wicks away sweat, controls stink and dries quickly.
&bull; Fitted. &bull; Contrast inner neck tape. &bull; Machine wash/dry.","39 EUR",MS07,http://localhost:8888/magento2/test/pub/media/catalog/product/m/s/ms07-green_main.jpg,Tees,4.90
http://localhost:8888/magento2/test/strike-endurance-tee.html,"Strike Endurance Tee","While grit and purpose keep you going, it helps to have a little extra comfort, too. Our Strike Long-Sleeve Endurance Tee helps ensures a photo-ready finish with advanced sweat-wicking technology for a cool, dry feel.
&bull; Loose fit. &bull; Ribbed cuffs/collar. &bull; Machine wash/dry.","39 EUR",MS08,http://localhost:8888/magento2/test/pub/media/catalog/product/m/s/ms08-black_main.jpg,Tees,4.90
http://localhost:8888/magento2/test/erikssen-cooltech-trade-fitness-tank.html,"Erikssen CoolTech&trade; Fitness Tank","A good running tank helps make the miles pass by keep you cool. The Erikssen CoolTech&trade; Fitness Tank completes that mission, with performance fabric engineered to wick perspiration and promote airflow.
&bull; Red performance tank.&bull; Slight scoop neckline. &bull; Reflectivity. &bull; Machine wash/dry.","29 EUR",MT01,http://localhost:8888/magento2/test/pub/media/catalog/product/m/t/mt01-red_main.jpg,Tanks,4.90
http://localhost:8888/magento2/test/tristan-endurance-tank.html,"Tristan Endurance Tank","Push yourself through punishing runs, plyometric workouts, intense competition and more in our athletic Tristan Endurance Tank. Constructed with built-in moisture-wicking technology, it's designed to keep you completely cool and dry on the long haul.
&bull; White performance tank.&bull; Stylish contrast stitching. &bull; Relaxed fit. &bull; Ribbed crew neckline. &bull; Machine wash/dry.","29 EUR",MT02,http://localhost:8888/magento2/test/pub/media/catalog/product/m/t/mt02-white_main.jpg,Tanks,4.90
http://localhost:8888/magento2/test/primo-endurance-tank.html,"Primo Endurance Tank","Chances are your workout goes beyond free weights, which is why the Primo Endurance Tank employs maximum versatility. Run, lift or play ball &ndash; this breathable mesh top will keep you cool during all your activities.
&bull; Red heather tank with gray pocket.&bull; Chafe-resistant flatlock seams. &bull; Relaxed fit. &bull; Contrast topstitching.&bull; Machine wash/dry.","29 EUR",MT03,http://localhost:8888/magento2/test/pub/media/catalog/product/m/t/mt03-red_main.jpg,Tanks,4.90
http://localhost:8888/magento2/test/helios-endurance-tank.html,"Helios Endurance Tank","When training pushes your limits, you need gear that works harder than you. Our mesh Helio Training Tank is crafted from super-soft, ultra-lightweight fabric that stretches in all directions to follow your every move, on mat, court or street.
&bull; Blue heather tank with gray pocket.&bull; Contrast sides and back inserts.&bull; Self-fabric binding at neck and armholes. &bull; Machine wash/dry.","32 EUR",MT04,http://localhost:8888/magento2/test/pub/media/catalog/product/m/t/mt04-blue_main.jpg,Tanks,4.90
http://localhost:8888/magento2/test/rocco-gym-tank.html,"Rocco Gym Tank","Weights? Heavy Bag? Bikram? However you get sweaty, you'll be prepared with the moisture-wicking all-purpose Rocco Gym Tank. The free-moving cut gives you maximum range of motion, with flatlock seams to eliminate chafing.
&bull; Light blue heather gray tank.&bull; Quick-drying, moisture-wicking.&bull; 4-way stretch construction.&bull; Flatlock seams prevent chafing.&bull; Mesh at back for breathability.&bull; 100% Polyester.&bull; UPF 50 protection.","24 EUR",MT05,http://localhost:8888/magento2/test/pub/media/catalog/product/m/t/mt05-blue_main.jpg,Tanks,4.90
http://localhost:8888/magento2/test/vulcan-weightlifting-tank.html,"Vulcan Weightlifting Tank","The Olympic styled Vulcan Weightlifting Tank features polyester stretch and flex. Hit the rack in sleeveless style and unleash your personal best. This tank is designed to max performance, comfort and range of motion.
&bull; Black polyester spandex tank.&bull; 100% polyester.&bull; Freedom of movement.&bull; No-chafe seams.","28 EUR",MT06,http://localhost:8888/magento2/test/pub/media/catalog/product/m/t/mt06-black_main.jpg,Tanks,4.90
http://localhost:8888/magento2/test/argus-all-weather-tank.html,"Argus All-Weather Tank","The Argus All-Weather Tank is sure to become your favorite base layer or go-to cover for hot outdoor workouts. With its subtle reflective safely trim, you can even wear it jogging on urban evenings.
&bull; Dark gray polyester spandex tank.&bull; Reflective details for nighttime visibility. &bull; Stash pocket.&bull; Anti-chafe flatlock seams.","22 EUR",MT07,http://localhost:8888/magento2/test/pub/media/catalog/product/m/t/mt07-gray_main.jpg,"Tanks, Eco Friendly, Default Category",4.90
http://localhost:8888/magento2/test/sparta-gym-tank.html,"Sparta Gym Tank","The high performance Sparta Gym Tank is made with thin, light, merino wool and aims to be the perfect base layer or balmy weather running and fitness top.
&bull; Green polyester tank.&bull; Ultra lightweight.&bull; Naturally odor-resistant.&bull; Close-to-body athletic fit.&bull; Chafe-resistant flatlock seams.","29 EUR",MT08,http://localhost:8888/magento2/test/pub/media/catalog/product/m/t/mt08-green_main.jpg,Tanks,4.90
http://localhost:8888/magento2/test/sinbad-fitness-tank.html,"Sinbad Fitness Tank","Solid in color and construction, the 100% cotton-weave Sinbad Fitness Tank moves with you as you press, hold, crunch and stride your way to the ultimate you.
&bull; Teal polyester tank.&bull; Premium fit tank top.&bull; Ultra lightweight.&bull; Naturally odor-resistant.","29 EUR",MT09,http://localhost:8888/magento2/test/pub/media/catalog/product/m/t/mt09-blue_main.jpg,Tanks,4.90
http://localhost:8888/magento2/test/tiberius-gym-tank.html,"Tiberius Gym Tank","Whether you're classy or just sweaty, the Tiberius Gym Tank helps you look good while you're at it. What's more, its moisture-wicking, quick-drying, anti-microbial and anti-odor construction help ensure you're welcome back to the gym.
&bull; Yellow scoop neck cotton tank.&bull; Comfortable, relaxed fit.&bull; 55% Hemp / 45% Organic Cotton.&bull; Pesticide- and herbicide-free hemp.","18 EUR",MT10,http://localhost:8888/magento2/test/pub/media/catalog/product/m/t/mt10-yellow_main.jpg,Tanks,4.90
http://localhost:8888/magento2/test/atlas-fitness-tank.html,"Atlas Fitness Tank","From weekend warrior to Warrior Pose II, no role can beat the Atlas Fitness Tank, a versatile top for gym and yoga studio. Wicking-weave soft fabric helps prevent uncomfortable chafing.
&bull; Teal scoop neck cotton tank.&bull; Triblend, soft fabric.&bull; Relaxed fit.","18 EUR",MT11,http://localhost:8888/magento2/test/pub/media/catalog/product/m/t/mt11-blue_main.jpg,"Tanks, Eco Friendly, Default Category",4.90
http://localhost:8888/magento2/test/cassius-sparring-tank.html,"Cassius Sparring Tank","Whether you're up against a partner or the clock, the Cassius Sparring Tank is in your corner, moving effortless with your body. The light and loose feel gives you no reason to give up before the bell or the end of the block.
&bull; Royal crewneck cotton tank.&bull; Contrast stitching.&bull; Self fabric binding at neckline.&bull; Slim fit.&bull; 96% Merino / 4% LYCRA&reg;.","18 EUR",MT12,http://localhost:8888/magento2/test/pub/media/catalog/product/m/t/mt12-blue_main.jpg,Tanks,4.90
http://localhost:8888/magento2/test/caesar-warm-up-pant.html,"Caesar Warm-Up Pant","Command your workout and keep your muscles limber in the Caesar Warm-Up Pant. Engineered CoolTech&trade; fabric wicks away moisture so you don't have to worry about sweat and discomfort. The drawstring-adjustable waist helps make sure your pants fit properly.
&bull; Light gray heather knit straight leg pants.&bull; Relaxed fit. &bull; Inseam: 32"". &bull; Machine wash/dry.&bull; CoolTech&trade; wicking fabric.","35 EUR",MP01,http://localhost:8888/magento2/test/pub/media/catalog/product/m/p/mp01-gray_main.jpg,"Pants, Pants, Default Category",4.90
http://localhost:8888/magento2/test/viktor-lumatech-trade-pant.html,"Viktor LumaTech&trade; Pant","You'll love the new Viktor LumaTech&trade; Pant, with featherweight fleece fabric lining and stretchy, sweat-wicking material. It delivers toasty warmth on the sidelines or in cold-weather training, with reflective trim for a safe finish.
&bull; Dark gray polyester/spandex straight leg pants.&bull; Elastic waistband and internal drawstring.&bull; Relaxed fit. &bull; Machine wash/dry.","46 EUR",MP02,http://localhost:8888/magento2/test/pub/media/catalog/product/m/p/mp02-gray_main.jpg,"Pants, Pants, Performance Fabrics, Default Category",4.90
http://localhost:8888/magento2/test/geo-insulated-jogging-pant.html,"Geo Insulated Jogging Pant","In the cold, even the toughest guys shiver, unless they're in the Geo Insulated Jogging Pant. Lightweight and wind resistant, they block brutal wind gusts and warm you to the bone. Breathable mesh keeps them dry on the inside.
&bull; Black polyester spandex pants with zipper pockets.&bull; Reflective safety accents. &bull; Loose fit.&bull; On-seam pockets. &bull; 8"" leg zips. 32"" inseam. &bull; Machine wash/dry.","51 EUR",MP03,http://localhost:8888/magento2/test/pub/media/catalog/product/m/p/mp03-black_main.jpg,"Pants, Pants, New Luma Yoga Collection, Default Category",4.90
http://localhost:8888/magento2/test/supernova-sport-pant.html,"Supernova Sport Pant","Turn the corner and open it up -- your driveway is two blocks away. The Supernova Sport Pant gets you there with key features like moisture-wicking LumaTech&trade; fabric and mesh ventilation. Side seam pockets ensure total convenience during rest periods.
&bull; Dark heather gray straight leg cotton pants.&bull; Relaxed fit. &bull; Internal drawstring. &bull; Machine wash/dry.","45 EUR",MP04,http://localhost:8888/magento2/test/pub/media/catalog/product/m/p/mp04-gray_main.jpg,"Pants, Pants, Default Category",4.90
http://localhost:8888/magento2/test/kratos-gym-pant.html,"Kratos Gym Pant","Like it's namesake god of strength, the Kratos Gym Pant help you bring your best to bear on weight-based, plyometric and endurance exercise. They stretch and support in all the right places while ultra-light construction and moisture-wicking technology provide comfort.
&bull; Navy cotton straight leg pants.&bull; Relaxed fit. &bull; 2 side-seam pockets. &bull; Internal zip pocket. &bull; Drawstring waist. &bull; Machine wash/dry.","57 EUR",MP05,http://localhost:8888/magento2/test/pub/media/catalog/product/m/p/mp05-blue_main.jpg,"Pants, Pants, New Luma Yoga Collection, Default Category",4.90
http://localhost:8888/magento2/test/mithra-warmup-pant.html,"Mithra Warmup Pant","When you're not sure you're up to the weather, don the Mithra Warmup Pant for a confidence boost. Its supersoft, stretchy fabric and fleece-like finish help prep your muscles and ease your mind. Designed for relaxed, easy-wear fit with handy ankle zips.
&bull; Ankle zips.&bull; Elasticized waistband with draw cord.&bull; Dual hand pockets.&bull; Reflective elements for low-light safety.","28 EUR",MP06,http://localhost:8888/magento2/test/pub/media/catalog/product/m/p/mp06-gray_main.jpg,"Pants, Pants, Eco Friendly, Default Category",4.90
http://localhost:8888/magento2/test/thorpe-track-pant.html,"Thorpe Track Pant","Thirty degree temps are chilly for most, except when you're in Thorpe Track Pants. These top-of-the-line track bottoms are made from fast-drying, weather-resistant fabric with an internal breathable layer of mesh nylon to wick away moisture.
&bull; Moisture transfer properties. &bull; 7% stretch.&bull; Reflective safety trim.&bull; Elastic drawcord waist.","68 EUR",MP07,http://localhost:8888/magento2/test/pub/media/catalog/product/m/p/mp07-blue_main.jpg,"Pants, Pants, New Luma Yoga Collection, Default Category",4.90
http://localhost:8888/magento2/test/zeppelin-yoga-pant.html,"Zeppelin Yoga Pant","Climb every mountain, or hold every pose, in the all-purpose Zepellin Yoga Pant. With its thin fleece interior and smooth layer-friendly surface, you'll get all the comfort and versatility you need.
&bull; Smooth exterior for easy over-layering.&bull; Brushed fleece interior insulates and wicks. &bull; No-roll elastic waistband with inner drawstring.&bull; Chafe-resistant flatlock seams.","82 EUR",MP08,http://localhost:8888/magento2/test/pub/media/catalog/product/m/p/mp08-green_main.jpg,"Pants, Pants, New Luma Yoga Collection, Default Category",4.90
http://localhost:8888/magento2/test/livingston-all-purpose-tight.html,"Livingston All-Purpose Tight","It's not often that your pants work as a yoga staple and a climbing buddy. The Livingston All-Purpose Tight is made with soft, 11% cotton and nylon polymer stretch construction that lets you find the right angle in the studio or on the mountain side.
&bull; Breathable stretch organic cotton/spandex.&bull; Compression fit&bull; Hidden key pocket&bull; Elastic waist with internal drawcord.","75 EUR",MP09,http://localhost:8888/magento2/test/pub/media/catalog/product/m/p/mp09-blue_main.jpg,"Pants, Pants, New Luma Yoga Collection, Erin Recommends, Default Category",4.90
http://localhost:8888/magento2/test/orestes-yoga-pant.html,"Orestes Yoga Pant ","The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.
&bull; A yoga essential.&bull; Breathable stretch organic cotton/spandex.&bull; Standard Fit.","66 EUR",MP10,http://localhost:8888/magento2/test/pub/media/catalog/product/m/p/mp10-black_main.jpg,"Pants, Pants, Erin Recommends, Default Category",4.90
http://localhost:8888/magento2/test/aether-gym-pant.html,"Aether Gym Pant ","The Aether Gym Pant is built for the studio, but adapts perfectly well to outdoor and gym environs too. With lightweight stretch fabric and water-repellent exterior, the Aether is ready for all comers.
&bull; Pants/shorts convertible.&bull; Lightweight moisture wicking. &bull; Water repellent.&bull; Belted waist.","74 EUR",MP11,http://localhost:8888/magento2/test/pub/media/catalog/product/m/p/mp11-brown_main.jpg,"Pants, Pants, Erin Recommends, Default Category",4.90
http://localhost:8888/magento2/test/cronus-yoga-pant.html,"Cronus Yoga Pant ","Guys who love yoga love this all-purpose yoga pant. Designed for yoga, gym and lounge, the Cronus Yoga Pant is a loose-fitting, classic-style pant made from a lightweight blend of cotton, recycled polyester and a touch of Spandex for the stretch factor.
&bull; Drawstring waist.&bull; Loose, straight-leg fit.&bull; Lightweight cotton-recycled blend.&bull; Front pockets with stitching detail.&bull; Elastic ankle.","48 EUR",MP12,http://localhost:8888/magento2/test/pub/media/catalog/product/m/p/mp12-black_main.jpg,"Pants, Pants, Default Category",4.90
http://localhost:8888/magento2/test/cobalt-cooltech-trade-fitness-short.html,"Cobalt CoolTech&trade; Fitness Short","It's not rocket surgery: the hotter your conditions, the more you need to stay cool. That's why the Cobalt CoolTech&trade; Fitness Short features built-in technology and side perforations that keep you ventilated and comfortable for the distance. The elastic waist promises a personalized fit.
&bull; Light blue nylon shorts.&bull; Relaxed fit. &bull; 5"" inseam. &bull; Machine wash/dry.","44 EUR",MSH01,http://localhost:8888/magento2/test/pub/media/catalog/product/m/s/msh01-blue_main.jpg,"Shorts, Erin Recommends, Default Category",4.90
http://localhost:8888/magento2/test/apollo-running-short.html,"Apollo Running Short","Fleet of foot or slow and steady, you'll be in complete comfort with the Apollo Running Short. Lightweight polyester material lets you move with ease, and mesh side panels promise plenty of ventilation as you work up a sweat. The stretchy elastic waistband delivers a flexible fit.
&bull; Black shorts with green accents.&bull; Side pockets. &bull; 4"" inseam. &bull; Machine wash/dry.","32.5 EUR",MSH02,http://localhost:8888/magento2/test/pub/media/catalog/product/m/s/msh02-black_main.jpg,Shorts,4.90
http://localhost:8888/magento2/test/meteor-workout-short.html,"Meteor Workout Short","Step into the Meteor Workout Short for an incredibly lightweight fitness experience. Its breathable construction and an inner brief provide additional comfort and support, while the adjustable waistband offers the perfect fit to take you to the finish.
&bull; Royal blue shorts with light blue accents.&bull; Interior drawstring waistband. &bull; 7"" inseam. &bull; Machine wash/dry.","32.5 EUR",MSH03,http://localhost:8888/magento2/test/pub/media/catalog/product/m/s/msh03-blue_main.jpg,"Shorts, Performance Fabrics, Default Category",4.90
http://localhost:8888/magento2/test/torque-power-short.html,"Torque Power Short","Take a turn in the Torque Power Short and enjoy the smooth, motion-friendly stretch and sweat-wicking, UV-protective material. You'll stay cool, dry and energized miles later.
&bull; Light gray shorts.&bull; Fitted design. &bull; Elastic waistband. &bull; Flat-seam construction. &bull; 7"" inseam. &bull; Machine wash/dry.","32.5 EUR",MSH04,http://localhost:8888/magento2/test/pub/media/catalog/product/m/s/msh04-gray_main.jpg,Shorts,4.90
http://localhost:8888/magento2/test/hawkeye-yoga-short.html,"Hawkeye Yoga Short","What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.
&bull; Dark gray shorts with red accents.&bull; 92% Organic Cotton 8% Spandex.&bull; Breathable stretch organic cotton.&bull; Medium=8.0"" (21.0cm) inseam.","29 EUR",MSH05,http://localhost:8888/magento2/test/pub/media/catalog/product/m/s/msh05-gray_main.jpg,"Shorts, Performance Fabrics, Default Category",4.90
